race_code,日付raw,場コード,Ｒ,馬番,馬名,年齢,着順,騎手,調教師,オッズ,人気,着差,上がり3F,脚質,クラス名
2026062009030510,20260620,09,10,09,サークルオブジョイ,05,06,亀田温心,池添学　,0095,04,+004,354,3,016
2026062005030510,20260620,05,10,10,キョウエイボニータ,04,07,松岡正海,伊藤伸一,1262,14,+007,344,2,010
2026062009030510,20260620,09,10,10,サトノクローク,06,10,田口貫太,橋口慎介,0209,10,+005,360,2,016
2026062009030510,20260620,09,10,11,アスターブジエ,06,02,角田大和,中竹和也,0377,14,+000,356,1,016
2026062005030510,20260620,05,10,11,ビービーエフォート,04,06,三浦皇成,高柳瑞樹,0691,10,+007,340,3,010
2026062005030510,20260620,05,10,12,ユキノエミリオ,04,14,木幡初也,竹内正洋,1037,13,+023,351,4,010
2026062009030510,20260620,09,10,12,カエルム,05,14,Ｍ．デム,安田翔伍,0048,01,+013,366,2,016
2026062005030510,20260620,05,10,13,コンテネレッツア,05,13,大野拓弥,宮田敬介,0319,07,+020,346,4,010
2026062009030510,20260620,09,10,13,インジケーター,05,16,田山旺佑,高橋康之,0757,16,+014,367,1,016
2026062009030510,20260620,09,10,14,ウインデイジー,05,03,松若風馬,宮徹　　,0134,08,+000,355,2,016
2026062005030510,20260620,05,10,14,ラージギャラリー,04,01,丸山元気,高橋亮　,0169,05,-000,338,1,010
2026062009030510,20260620,09,10,15,アロンディ,04,09,西村淳也,武英智　,0130,07,+005,356,3,016
2026062009030510,20260620,09,10,16,キーパフォーマー,05,11,吉村誠之,辻野泰之,0153,09,+007,356,3,016
2026062009030510,20260620,09,10,17,タイセイフェリーク,06,05,藤懸貴志,青木孝文,0361,13,+003,350,4,016
2026062009030510,20260620,09,10,18,ファームツエンティ,06,07,酒井学　,北出成人,0067,03,+004,354,3,016
2026062009030511,20260620,09,11,01,ハセドン,07,10,Ｍ．デム,大和田成,1066,11,+011,359,4,999
2026062005030511,20260620,05,11,01,マリオロード,07,15,大野拓弥,安達昭夫,0678,12,+031,378,3,999
2026062002010311,20260620,02,11,01,キープサインオン,04,06,岩田康誠,加藤征弘,0480,12,+007,346,3,010
2026062002010311,20260620,02,11,02,バンブルビー,04,13,石田拓郎,浅利英明,0150,05,+010,346,4,010
2026062009030511,20260620,09,11,02,ロードアウォード,06,07,高杉吏麒,吉岡辰弥,0143,06,+008,369,1,999
2026062005030511,20260620,05,11,02,クールミラボー,06,02,ルメール,寺島良　,0054,03,+004,354,2,999
2026062009030511,20260620,09,11,03,ベルジュロネット,04,01,西村淳也,大久保龍,0025,01,-006,358,2,999
2026062005030511,20260620,05,11,03,レヴォントゥレット,05,06,吉田豊　,矢作芳人,0202,07,+009,361,1,999
2026062002010311,20260620,02,11,03,ピコアーガイル,05,02,横山和生,伊藤大士,0160,07,+001,344,2,010
2026062002010311,20260620,02,11,04,マジカルフェアリー,04,07,佐々木大,寺島良　,0209,09,+007,351,2,010
2026062005030511,20260620,05,11,04,ロードプレジール,08,03,菊沢一樹,佐藤悠太,0556,11,+005,350,3,999
2026062009030511,20260620,09,11,04,アッチャゴーラ,06,02,小崎綾也,浅利英明,0846,10,+006,360,3,999
2026062005030511,20260620,05,11,05,フタイテンロック,07,07,丸田恭介,佐藤吉勝,2158,15,+009,355,3,999
2026062009030511,20260620,09,11,05,イスラアネーロ,07,12,川又賢治,吉村圭司,2594,14,+013,370,3,999
2026062002010311,20260620,02,11,05,スイミーユニバンス,06,15,小林美駒,平田修　,0692,15,+013,342,4,010
2026062002010311,20260620,02,11,06,レザンノワール,05,03,丹内祐次,伊藤圭三,0150,06,+003,345,2,010
2026062005030511,20260620,05,11,06,タガノバビロン,04,04,松山弘平,西園翔太,0037,01,+007,358,2,999
2026062009030511,20260620,09,11,06,ケイアイアニラ,06,15,菱田裕二,吉岡辰弥,0743,09,+033,393,2,999
2026062005030511,20260620,05,11,07,ハナウマビーチ,04,09,木幡巧也,西園翔太,0754,13,+015,359,3,999
2026062009030511,20260620,09,11,07,タイセイブレイズ,08,09,田口貫太,牧浦充徳,1182,13,+010,361,3,999
2026062002010311,20260620,02,11,07,ニシノラヴァンダ,04,14,横山琉人,奥平雅士,0411,11,+010,344,4,010
2026062002010311,20260620,02,11,08,フードマン,04,10,横山武史,小栗実　,0043,02,+008,345,3,010
2026062009030511,20260620,09,11,08,ポールセン,04,04,吉村誠之,斎藤誠　,0057,03,+007,366,2,999
2026062005030511,20260620,05,11,08,タイセイドレフォン,07,10,黛弘人　,西村真幸,1846,14,+021,363,4,999
2026062009030511,20260620,09,11,09,サクセスローレル,07,11,秋山稔樹,北出成人,3008,15,+013,365,3,999
2026062005030511,20260620,05,11,09,スナークラファエロ,05,05,杉原誠人,野中賢二,0280,08,+007,358,2,999
2026062002010311,20260620,02,11,09,スムースベルベット,06,08,長浜鴻緒,手塚貴徳,0338,10,+007,343,4,010
2026062002010311,20260620,02,11,10,アンジュプロミス,03,01,古川奈穂,矢作芳人,0073,04,-001,345,1,010
2026062009030511,20260620,09,11,10,モンドプリューム,06,14,幸英明　,水野貴広,0409,08,+016,371,3,999
2026062005030511,20260620,05,11,10,リアレスト,05,01,荻野極　,尾関知人,0315,09,-004,349,2,999
2026062009030511,20260620,09,11,11,ノーブルロジャー,05,05,石川裕紀,吉岡辰弥,0153,07,+008,357,4,999
2026062005030511,20260620,05,11,11,ピカピカサンダー,04,12,三浦皇成,鹿戸雄一,0063,04,+022,368,3,999
2026062002010311,20260620,02,11,11,ビーコング,05,11,池添謙一,小手川準,1139,16,+009,342,4,010
2026062002010311,20260620,02,11,12,モンサンゴールデン,03,12,柴田裕一,中竹和也,0054,03,+009,350,3,010
2026062009030511,20260620,09,11,12,ラファル,04,03,岩田望来,田中克典,0071,04,+007,359,3,999
2026062005030511,20260620,05,11,12,ミッキークレスト,05,14,丸山元気,大久保龍,0542,10,+027,369,4,999
2026062009030511,20260620,09,11,13,スマートフォルス,06,08,坂井瑠星,吉村圭司,0136,05,+009,363,3,999
2026062005030511,20260620,05,11,13,ルヴァンユニベール,04,11,戸崎圭太,北出成人,0050,02,+021,366,3,999
2026062002010311,20260620,02,11,13,ブルーサンセット,04,16,北村友一,奥村豊　,0691,14,+017,360,3,010
2026062002010311,20260620,02,11,14,トウカイエルデ,05,09,斎藤新　,茶木太樹,0166,08,+008,342,4,010
2026062005030511,20260620,05,11,14,レッドプロフェシー,06,08,原優介　,大久保龍,0080,06,+010,355,3,999
2026062009030511,20260620,09,11,14,ルークススペイ,04,06,川田将雅,伊藤圭三,0039,02,+008,365,2,999
2026062005030511,20260620,05,11,15,アムールドパリ,05,13,ゴンサル,稲垣幸雄,0079,05,+024,372,3,999
2026062009030511,20260620,09,11,15,エティエンヌ,07,13,長岡禎仁,吉田直弘,1162,12,+014,363,4,999
2026062002010311,20260620,02,11,15,モズアンタレス,06,04,吉田隼人,飯田祐史,0534,13,+004,340,3,010
2026062002010311,20260620,02,11,16,ラパンチュール,04,05,武豊　　,蛯名正義,0037,01,+005,344,3,010
2026062002010312,20260620,02,12,01,コムルヴァン,05,10,原田和真,伊坂重信,1811,11,+027,387,4,005
2026062009030512,20260620,09,12,01,ケイアイクウガ,03,09,藤懸貴志,小林真也,0173,07,+010,348,4,005
2026062005030512,20260620,05,12,01,サンデーパーティー,03,02,荻野極　,相沢郁　,0479,10,+004,363,1,005
2026062005030512,20260620,05,12,02,コスモシェルベット,04,03,武藤雅　,水野貴広,0497,11,+005,361,2,005
2026062002010312,20260620,02,12,02,ブレイジングスター,04,05,和田陽希,高橋康之,0815,10,+011,382,4,005
2026062009030512,20260620,09,12,02,ギルトエッジ,05,17,田口貫太,森田直行,1761,17,+019,356,4,005
2026062009030512,20260620,09,12,03,ランスオブヒーロー,03,04,高杉吏麒,奥村豊　,0049,02,+006,348,3,005
2026062005030512,20260620,05,12,03,フルミネブル,03,16,津村明秀,千葉直人,0054,03,+049,392,4,005
2026062002010312,20260620,02,12,03,マーベリックシチー,05,04,国分恭介,岡田稲男,0239,07,+010,381,3,005
2026062002010312,20260620,02,12,04,ディナン,04,01,舟山瑠泉,杉山佳明,0027,01,-003,377,1,005
2026062009030512,20260620,09,12,04,メイショウアボット,04,13,菱田裕二,武幸四郎,0070,04,+015,353,4,005
2026062005030512,20260620,05,12,04,アイランドピーク,05,15,小林脩斗,加藤和宏,3647,16,+034,386,3,005
2026062005030512,20260620,05,12,05,ヤングアメリカンズ,04,05,三浦皇成,加藤征弘,0137,05,+010,363,3,005
2026062002010312,20260620,02,12,05,リュウカルネ,03,02,横山武史,伊藤圭三,0049,03,+003,379,2,005
2026062009030512,20260620,09,12,05,ムーンライトラガー,04,08,松若風馬,大久保龍,0126,06,+008,350,3,005
2026062009030512,20260620,09,12,06,ハノハノ,03,18,田山旺佑,奥村豊　,0411,13,+022,360,4,005
2026062005030512,20260620,05,12,06,ツァガーンサル,04,14,ゴンサル,平岩大典,0214,06,+028,378,3,005
2026062002010312,20260620,02,12,06,ノリノドラゴン,03,08,吉田隼人,荒川義之,0158,05,+016,386,4,005
2026062002010312,20260620,02,12,07,ゴールドブレイズ,03,03,長浜鴻緒,浅利英明,0032,02,+005,378,2,005
2026062009030512,20260620,09,12,07,ソルオーブ,03,15,森田誠也,小栗実　,1717,16,+016,361,3,005
2026062005030512,20260620,05,12,07,ティアップドライブ,04,07,木幡巧也,奥平雅士,1370,15,+013,363,3,005
2026062005030512,20260620,05,12,08,ヘルメスギャング,03,11,今村聖奈,武井亮　,0474,09,+019,369,3,005
2026062002010312,20260620,02,12,08,カージオイド,04,09,丹内祐次,黒岩陽一,0505,08,+021,395,2,005
2026062009030512,20260620,09,12,08,キシャール,03,02,吉村誠之,小椋研介,0408,12,+003,358,2,005
2026062009030512,20260620,09,12,09,マリブオレンジ,04,12,鷲頭虎太,福永祐一,0773,15,+012,357,3,005
2026062005030512,20260620,05,12,09,パラダイスフェイス,03,13,松山弘平,牧光二　,0021,01,+023,369,4,005
2026062002010312,20260620,02,12,09,ブライトビギニング,04,11,佐々木大,室井潔　,0191,06,+028,403,2,005
2026062002010312,20260620,02,12,10,エンダードラゴン,04,07,武豊　　,友道康夫,0059,04,+013,386,3,005
2026062009030512,20260620,09,12,10,ベイリークロア,04,14,Ｍ．デム,大久保龍,0224,10,+015,358,3,005
2026062005030512,20260620,05,12,10,アトミックブレス,03,04,戸崎圭太,加藤征弘,0084,04,+006,362,2,005
2026062005030512,20260620,05,12,11,カルネヴァーレ,05,12,佐藤翔馬,菊沢隆徳,0243,07,+019,362,4,005
2026062002010312,20260620,02,12,11,ラッキーヤース,05,06,小林美駒,鈴木伸尋,0795,09,+011,381,4,005
2026062009030512,20260620,09,12,11,パスコード,04,05,坂井瑠星,高柳大輔,0085,05,+006,356,2,005
2026062009030512,20260620,09,12,12,アロンソア,03,01,川又賢治,牧田和弥,0670,14,-003,339,4,005
2026062005030512,20260620,05,12,12,オクトーバーナイン,03,01,大野拓弥,稲垣幸雄,0052,02,-004,355,2,005
2026062005030512,20260620,05,12,13,カーマンライン,05,06,江田照男,小島茂之,1163,14,+013,359,4,005
2026062009030512,20260620,09,12,13,キュクロープス,04,10,酒井学　,高橋康之,0384,11,+010,365,1,005
2026062009030512,20260620,09,12,14,スターペスショウマ,04,16,太宰啓介,石橋守　,3162,18,+016,361,3,005
2026062005030512,20260620,05,12,14,ニャンタロウ,03,08,菊沢一樹,武市康男,0306,08,+013,366,3,005
2026062005030512,20260620,05,12,15,メトロポリターナ,05,10,丸田恭介,粕谷昌央,0719,12,+016,367,3,005
2026062009030512,20260620,09,12,15,リガーレ,04,07,西村淳也,池江泰寿,0195,08,+007,348,3,005
2026062009030512,20260620,09,12,16,サーディンラン,03,06,川田将雅,武英智　,0047,01,+006,356,2,005
2026062005030512,20260620,05,12,16,サムワンライクユー,06,09,嶋田純次,佐藤吉勝,0958,13,+016,364,4,005
2026062009030512,20260620,09,12,17,メイショウトウコウ,03,11,幸英明　,石橋守　,0197,09,+012,354,3,005
2026062009030512,20260620,09,12,18,リアンマヒナ,03,03,岩田望来,高橋一哉,0057,03,+005,353,3,005
2026062105030601,20260621,05,01,01,キャプテンシー,05,12,中村将之,松永幹夫,0162,06,+054,141,4,703
2026062102010401,20260621,02,01,01,ソルトアイリス,03,13,舟山瑠泉,四位洋文,0024,01,+015,355,4,703
2026062109030601,20260621,09,01,01,メイショウナナユキ,03,01,菱田裕二,牧浦充徳,0025,01,-007,386,1,703
2026062102010401,20260621,02,01,02,キミノナハオリョウ,03,09,国分恭介,千田輝彦,0567,09,+008,355,3,703
2026062105030601,20260621,05,01,02,セイウンパシュート,06,05,五十嵐雄,上原博之,0141,05,+016,139,3,703
2026062109030601,20260621,09,01,02,ファイナルコマンド,03,00,森田誠也,東田明士,0832,10,9999,999,0,703
2026062109030601,20260621,09,01,03,ゴールドアーチ,03,06,岩田望来,坂口智康,0033,02,+023,408,2,703
2026062102010401,20260621,02,01,03,バレンタインビスタ,03,03,武豊　　,蛯名正義,0033,02,+003,357,1,703
2026062105030601,20260621,05,01,03,グランジョルノ,04,11,伴啓太　,高柳瑞樹,0075,04,+054,141,4,703
2026062109030601,20260621,09,01,04,ムソウテンセイ,03,02,藤懸貴志,鈴木孝志,1664,14,+007,377,3,703
2026062105030601,20260621,05,01,04,テーオーレガシー,06,10,小牧加矢,宮徹　　,0679,12,+034,140,4,703
2026062102010401,20260621,02,01,04,スワトウ,03,07,小沢大仁,牧田和弥,0307,07,+007,348,4,703
2026062105030601,20260621,05,01,05,メイショウカゼマチ,06,13,黒岩悠　,角田晃一,0186,07,+065,142,1,703
2026062102010401,20260621,02,01,05,エビスディアーナ,03,16,古川奈穂,加藤征弘,3254,16,+018,360,4,703
2026062109030601,20260621,09,01,05,ミヤノラングリー,03,00,太宰啓介,石橋守　,0346,07,9999,999,0,703
2026062109030601,20260621,09,01,06,ペコリズム,03,05,幸英明　,森田直行,1236,12,+021,394,3,703
2026062105030601,20260621,05,01,06,ヒロピアーナ,06,14,土田真翔,石栗龍彦,2151,14,+073,142,4,703
2026062102010401,20260621,02,01,06,クリーンブーケ,03,11,吉田隼人,荒川義之,1131,14,+013,363,2,703
2026062102010401,20260621,02,01,07,ルージュフローラ,03,05,古川吉洋,森一誠　,0325,08,+005,349,3,703
2026062109030601,20260621,09,01,07,アイアン,03,08,Ｍ．デム,辻野泰之,0472,08,+024,376,4,703
2026062105030601,20260621,05,01,07,アップストローク,07,04,草野太郎,杉浦宏昭,0878,13,+013,138,2,703
2026062105030601,20260621,05,01,08,ブライトマン,05,01,大江原圭,蛯名正義,0050,03,-009,137,1,703
2026062109030601,20260621,09,01,08,サクライロマウコロ,03,10,田山旺佑,小椋研介,1590,13,+027,397,3,703
2026062102010401,20260621,02,01,08,ファインコンダクト,03,01,横山武史,久保田貴,0084,04,-003,352,2,703
2026062102010401,20260621,02,01,09,エコロアビス,03,08,丹内祐次,牧浦充徳,0162,06,+008,358,2,703
2026062109030601,20260621,09,01,09,テーオーシーザー,03,14,秋山稔樹,宮徹　　,1886,16,+055,394,4,703
2026062105030601,20260621,05,01,09,ダスク,06,03,難波剛健,宮本博　,0040,02,+011,138,2,703
2026062105030601,20260621,05,01,10,プレミアブルー,04,07,金子光希,菊川正達,0210,08,+022,139,3,703
2026062109030601,20260621,09,01,10,モチモチチャン,03,11,吉村誠之,西村真幸,0530,09,+041,388,4,703
2026062102010401,20260621,02,01,10,スプリングドリーム,03,15,佐々木大,加藤士津,0154,05,+018,360,4,703
2026062105030601,20260621,05,01,11,ゴールデンステップ,05,02,高田潤　,和田勇介,0029,01,+009,138,2,703
2026062109030601,20260621,09,01,11,サンライズフリード,03,07,城戸義政,小林真也,0095,05,+023,404,2,703
2026062102010401,20260621,02,01,11,ハルヒメ,03,02,長浜鴻緒,矢嶋大樹,0066,03,+003,354,2,703
2026062109030601,20260621,09,01,12,ベストレイク,03,09,小崎綾也,小崎憲　,0078,03,+024,400,3,703
2026062105030601,20260621,05,01,12,アルシミスト,05,08,坂口智康,浅利英明,0472,11,+027,139,2,703
2026062102010401,20260621,02,01,12,ノーブルマドンナ,03,12,和田陽希,藤野健太,2036,15,+013,356,4,703
2026062102010401,20260621,02,01,13,トリアングルレディ,03,10,岩田康誠,尾関知人,0783,11,+013,360,3,703
2026062109030601,20260621,09,01,13,コラカオ,03,13,北村友一,坂口智康,0889,11,+051,427,3,703
2026062105030601,20260621,05,01,13,デスティネ,09,06,江田勇亮,萱野浩二,0433,10,+018,139,2,703
2026062109030601,20260621,09,01,14,マイベスティー,03,04,長岡禎仁,高橋亮　,0100,06,+014,395,2,703
2026062102010401,20260621,02,01,14,ミレニアルピンク,03,06,斎藤新　,安田翔伍,0587,10,+006,353,3,703
2026062105030601,20260621,05,01,14,ジャクソン,06,09,小林凌大,武市康男,0418,09,+032,140,3,703
2026062102010401,20260621,02,01,15,ブリリアンブルーム,03,14,小林美駒,西村真幸,0874,13,+017,352,4,703
2026062109030601,20260621,09,01,15,シャンジュマン,03,12,泉谷楓真,奥村豊　,1765,15,+043,409,4,703
2026062102010401,20260621,02,01,16,チャーミングアイ,03,04,大久保友,菊川正達,0871,12,+003,348,3,703
2026062109030601,20260621,09,01,16,オアシスアラン,03,03,坂井瑠星,高柳大輔,0089,04,+008,381,3,703
2026062102010402,20260621,02,02,01,ハイドパーク,03,01,国分恭介,田中克典,0061,04,-002,405,2,703
2026062105030602,20260621,05,02,01,シャトーベスト,03,12,谷原柚希,蛯名利弘,4057,15,+032,378,4,703
2026062109030602,20260621,09,02,01,バトルセレーネ,03,13,田口貫太,吉村圭司,1645,15,+024,373,3,703
2026062109030602,20260621,09,02,02,ムーンライトダイヤ,03,04,秋山稔樹,河嶋宏樹,0099,05,+005,352,3,703
2026062105030602,20260621,05,02,02,ダノンマスタング,03,02,ルメール,田中博康,0022,01,+000,358,1,703
2026062102010402,20260621,02,02,02,ポップアップ,03,02,佐々木大,寺島良　,0044,02,+002,401,3,703
2026062102010402,20260621,02,02,03,ウインモンクール,03,09,丹内祐次,新谷功一,0063,05,+045,445,1,703
2026062105030602,20260621,05,02,03,ライトアファイア,03,07,菊沢一樹,伊藤圭三,0223,06,+022,375,3,703
2026062109030602,20260621,09,02,03,パノラマステージ,03,12,国分優作,牧浦充徳,1726,16,+016,363,3,703
2026062109030602,20260621,09,02,04,リアライズブルーム,03,18,田山旺佑,須貝尚介,0334,10,+030,384,1,703
2026062105030602,20260621,05,02,04,フィオリータ,03,09,三浦皇成,大竹正博,2635,12,+028,372,4,703
2026062102010402,20260621,02,02,04,キヨタリート,03,10,舟山瑠泉,小崎憲　,0051,03,+057,451,4,703
2026062105030602,20260621,05,02,05,ファインブライト,03,11,原優介　,佐藤吉勝,0388,09,+031,378,4,703
2026062102010402,20260621,02,02,05,ラヴィニアパーク,03,08,岩田康誠,大竹正博,0179,06,+038,438,3,703
2026062109030602,20260621,09,02,05,ジーティーメティオ,03,05,坂井瑠星,矢作芳人,0031,01,+006,357,2,703
2026062105030602,20260621,05,02,06,モロノラピド,03,14,丸山元気,田中勝春,2661,13,+042,389,4,703
2026062109030602,20260621,09,02,06,ビタールート,03,07,北村友一,奥村豊　,0275,09,+007,346,4,703
2026062102010402,20260621,02,02,06,マーゴットデウス,03,04,小沢大仁,今野貞一,0567,09,+005,403,3,703
2026062102010402,20260621,02,02,07,テンカフブ,03,00,川又賢治,吉村圭司,0608,10,9999,999,0,703
2026062109030602,20260621,09,02,07,ブライトエンジェル,03,14,角田大和,角田晃一,0226,08,+024,373,3,703
2026062105030602,20260621,05,02,07,ブルージンジャー,03,05,ゴンサル,矢嶋大樹,0724,10,+012,364,3,703
2026062109030602,20260621,09,02,08,セルヴァジオ,03,02,富田暁　,上村洋行,0103,06,+003,353,2,703
2026062102010402,20260621,02,02,08,ロードステラート,03,05,横山武史,武英智　,0030,01,+013,419,1,703
2026062105030602,20260621,05,02,08,アクアマーズ,03,01,荻野極　,浅利英明,0049,03,-000,357,2,703
2026062105030602,20260621,05,02,09,キーチジャステン,03,08,西村淳也,千葉直人,0326,08,+026,381,2,703
2026062102010402,20260621,02,02,09,ジャストグレース,03,03,古川吉洋,大根田裕,0251,08,+005,404,2,703
2026062109030602,20260621,09,02,09,オレンジフィールド,03,03,亀田温心,北出成人,0140,07,+003,348,4,703
2026062102010402,20260621,02,02,10,トーセンアミューズ,03,07,長浜鴻緒,加藤征弘,1344,11,+020,421,2,703
2026062105030602,20260621,05,02,10,パチクリベスクリ,03,13,石神深道,清水英克,1677,11,+034,385,3,703
2026062109030602,20260621,09,02,10,ローズラフィネ,03,10,小崎綾也,友道康夫,0097,04,+011,359,3,703
2026062109030602,20260621,09,02,11,スリーロンドン,03,06,池添謙一,中竹和也,0731,12,+007,351,4,703
2026062105030602,20260621,05,02,11,モンスターラッシュ,03,03,石川裕紀,高木登　,0044,02,+006,361,2,703
2026062102010402,20260621,02,02,11,フクチャンブラック,03,06,松本大輝,高橋康之,0224,07,+015,411,4,703
2026062105030602,20260621,05,02,12,デルマシラカミ,03,16,上里直汰,小野次郎,5411,16,+047,400,3,703
2026062109030602,20260621,09,02,12,フォルストランキル,03,15,松山弘平,池江泰寿,0048,02,+025,379,2,703
2026062109030602,20260621,09,02,13,メイショウバルキア,03,11,太宰啓介,渡辺薫彦,2950,18,+015,356,4,703
2026062105030602,20260621,05,02,13,ラッキーモア,03,06,戸崎圭太,尾関知人,0117,05,+019,368,3,703
2026062109030602,20260621,09,02,14,ロンポワン,03,16,松若風馬,辻野泰之,0585,11,+028,380,2,703
2026062105030602,20260621,05,02,14,ニットウライズ,03,10,吉田豊　,高橋文雅,2876,14,+029,378,3,703
2026062105030602,20260621,05,02,15,カフェタンガロア,03,15,小林脩斗,嘉藤貴行,0293,07,+046,397,3,703
2026062109030602,20260621,09,02,15,タイセイアビオン,03,08,藤懸貴志,浜田多実,1229,14,+009,354,4,703
2026062105030602,20260621,05,02,16,ファイアリービート,03,04,大野拓弥,鈴木慎太,0080,04,+012,360,3,703
2026062109030602,20260621,09,02,16,ミスティパープル,03,17,永島まな,茶木太樹,2434,17,+028,377,3,703
2026062109030602,20260621,09,02,17,スマートティアナ,03,01,岩田望来,石橋守　,0057,03,-003,347,3,703
2026062109030602,20260621,09,02,18,クリスタルタワー,03,09,今村聖奈,寺島良　,0958,13,+010,355,4,703
2026062105030603,20260621,05,03,01,ツウカイウォリアー,03,15,小林脩斗,鈴木慎太,3563,16,+042,396,4,703
2026062109030603,20260621,09,03,01,ジャスティンゴッホ,03,02,松山弘平,茶木太樹,0098,06,+012,396,2,703
2026062102010403,20260621,02,03,01,ステキサプライズ,03,07,長浜鴻緒,粕谷昌央,1514,10,+013,361,4,703
2026062102010403,20260621,02,03,02,ユーベルジーク,03,11,河原田菜,辻哲英　,1149,09,+017,372,4,703
2026062109030603,20260621,09,03,02,カフラー,03,15,高杉吏麒,矢作芳人,0284,09,+082,464,1,703
2026062105030603,20260621,05,03,02,ウォーレーションズ,03,03,菊沢一樹,鈴木慎太,0125,05,+002,367,3,703
2026062109030603,20260621,09,03,03,カフジマリボー,03,08,永島まな,中竹和也,1807,14,+026,401,3,703
2026062105030603,20260621,05,03,03,ザンテソーロ,03,05,荻野極　,畠山吉宏,0062,03,+003,366,3,703
2026062102010403,20260621,02,03,03,エコロデュラン,03,08,古川奈穂,矢作芳人,0214,06,+014,375,3,703
2026062105030603,20260621,05,03,04,クリムゾンリーフ,03,04,ゴンサル,加藤士津,0022,01,+002,370,2,703
2026062102010403,20260621,02,03,04,マーマレードスカイ,03,04,佐々木大,堀内岳志,0062,02,+005,369,2,703
2026062109030603,20260621,09,03,04,ピースビート,03,06,菱田裕二,中村直也,1054,11,+023,400,3,703
2026062105030603,20260621,05,03,05,ユイノサダハル,03,09,江田照男,古賀慎明,0131,06,+013,377,3,703
2026062109030603,20260621,09,03,05,マイカラー,03,05,酒井学　,吉岡辰弥,0045,02,+023,410,2,703
2026062102010403,20260621,02,03,05,ソパデアホ,03,12,岩田康誠,小島茂之,1966,12,+017,362,4,703
2026062109030603,20260621,09,03,06,タイキジュビリー,03,04,国分優作,辻野泰之,0253,08,+022,396,4,703
2026062102010403,20260621,02,03,06,シェイプオブユー,03,06,川又賢治,吉村圭司,0063,03,+010,380,1,703
2026062105030603,20260621,05,03,06,ネイティヴプライド,03,08,三浦皇成,高木登　,0157,07,+010,380,1,703
2026062102010403,20260621,02,03,07,カッサンドラ,03,02,横山琉人,高橋義忠,0627,07,+003,362,3,703
2026062105030603,20260621,05,03,07,アスパラゴ,03,01,西塚洸二,田村康仁,0508,09,-000,361,4,703
2026062109030603,20260621,09,03,07,アングランパ,03,13,幸英明　,田中克典,1210,12,+074,412,4,703
2026062109030603,20260621,09,03,08,ハオカノア,03,10,小崎綾也,小崎憲　,0233,07,+031,410,3,703
2026062102010403,20260621,02,03,08,コウユーネロガ,03,01,小林美駒,秋本大介,0086,04,-003,364,2,703
2026062105030603,20260621,05,03,08,マイネルシュラハト,03,06,柴田大知,畠山吉宏,0270,08,+006,375,2,703
2026062109030603,20260621,09,03,09,ギフテッドスペック,03,16,秋山稔樹,小椋研介,0860,10,+117,458,4,703
2026062102010403,20260621,02,03,09,ライトオブジアース,03,05,丹内祐次,松永幹夫,0179,05,+008,362,3,703
2026062105030603,20260621,05,03,09,フォンドルレール,03,10,吉田豊　,戸田博文,0049,02,+014,380,3,703
2026062102010403,20260621,02,03,10,ワイドアルバ,03,10,古川吉洋,藤野健太,0760,08,+017,371,3,703
2026062105030603,20260621,05,03,10,ヤマメナイト,03,07,野中悠太,田島俊明,0775,12,+008,376,2,703
2026062109030603,20260621,09,03,10,キタノシリウス,03,11,中井裕二,坂口智康,3175,15,+046,392,4,703
2026062105030603,20260621,05,03,11,コスモラムバック,03,16,武藤雅　,水野貴広,0551,10,+063,417,4,703
2026062109030603,20260621,09,03,11,ウルトラハート,03,03,角田大和,中尾秀正,0029,01,+015,402,2,703
2026062102010403,20260621,02,03,11,ラブデウザ,03,09,遠藤汰月,加藤和宏,1601,11,+017,379,3,703
2026062109030603,20260621,09,03,12,ゴルトミュンツェ,03,14,亀田温心,高柳大輔,1591,13,+075,455,3,703
2026062105030603,20260621,05,03,12,ロードリュイール,03,11,原優介　,田中博康,1375,14,+015,382,3,703
2026062102010403,20260621,02,03,12,グレイトソン,03,03,和田陽希,鈴木孝志,0015,01,+005,374,2,703
2026062105030603,20260621,05,03,13,ウインガネーシャ,03,02,木幡巧也,高木登　,0107,04,+000,364,3,703
2026062109030603,20260621,09,03,13,ハナコトバ,03,07,今村聖奈,寺島良　,0092,04,+024,405,2,703
2026062109030603,20260621,09,03,14,ワンダーシャッフル,03,09,太宰啓介,渡辺薫彦,0096,05,+031,409,3,703
2026062105030603,20260621,05,03,14,レイランディ,03,13,石神深道,古賀慎明,1103,13,+026,381,4,703
2026062109030603,20260621,09,03,15,ボーントゥウォリア,03,01,岩田望来,奥村豊　,0047,03,-012,375,3,703
2026062105030603,20260621,05,03,15,エオリアンリッジ,03,12,丸田恭介,尾関知人,0608,11,+023,384,4,703
2026062105030603,20260621,05,03,16,キョウエイアート,03,14,石田拓郎,萱野浩二,2235,15,+033,384,4,703
2026062109030603,20260621,09,03,16,ニミッツハイウェイ,03,12,柴田裕一,梅田智之,3715,16,+049,420,4,703
2026062105030604,20260621,05,04,01,シュートザワークス,02,03,津村明秀,千葉直人,0041,03,+007,338,2,701
2026062109030604,20260621,09,04,01,レーヴドリュヌ,03,08,松若風馬,宮本博　,0108,04,+018,382,2,703
2026062102010404,20260621,02,04,01,ベアサナエチャン,03,01,横山武史,杉浦宏昭,0043,02,-001,358,2,703
2026062102010404,20260621,02,04,02,ワダツミ,03,05,川又賢治,笹田和秀,0422,10,+002,354,3,703
